data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4 5;
param Mares := 125;
param v :=
1 15
2 30
3 25
4 25
5 15;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000
26 4000
27 3000
28 4000
29 3000
30 4000
31 4000
32 6000
33 4000
34 6000
35 5000;
param a :=
1 40
2 45
3 60
4 36
5 37
6 60
7 8
8 55
9 15
10 17
11 46
12 10
13 52
14 9
15 9
16 58
17 14
18 21
19 29
20 16
21 38
22 44
23 27
24 22
25 43
26 44
27 5
28 7
29 33
30 46
31 53
32 61
33 16
34 38
35 22;
param e :=
Material1 70.00
Material2 70.00
Material3 80.00
Material4 80.00
Material5 60.00;
param ck :=
Material1 1.00
Material2 2.00
Material3 2.00
Material4 1.00
Material5 3.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 70.00 70.00 80.00 79.00 60.00
2 71.00 72.00 82.00 79.00 63.00
3 71.00 70.00 80.00 79.00 57.00
4 69.00 68.00 80.00 81.00 63.00
5 69.00 72.00 82.00 79.00 63.00
6 69.00 68.00 80.00 79.00 60.00
7 71.00 72.00 78.00 81.00 60.00
8 71.00 72.00 78.00 80.00 60.00
9 71.00 68.00 80.00 79.00 63.00
10 70.00 70.00 78.00 81.00 57.00
11 70.00 72.00 80.00 79.00 63.00
12 71.00 70.00 82.00 81.00 63.00
13 70.00 72.00 78.00 80.00 60.00
14 71.00 70.00 78.00 80.00 63.00
15 70.00 70.00 82.00 81.00 60.00
16 71.00 70.00 80.00 80.00 57.00
17 69.00 72.00 78.00 81.00 57.00
18 69.00 70.00 82.00 80.00 60.00
19 69.00 70.00 82.00 81.00 57.00
20 69.00 70.00 80.00 81.00 60.00
21 69.00 70.00 82.00 81.00 60.00
22 70.00 70.00 80.00 81.00 60.00
23 69.00 72.00 78.00 80.00 60.00
24 70.00 70.00 80.00 80.00 57.00
25 69.00 68.00 80.00 79.00 60.00
26 69.00 70.00 80.00 79.00 60.00
27 71.00 70.00 78.00 79.00 63.00
28 71.00 70.00 82.00 80.00 57.00
29 70.00 70.00 80.00 79.00 57.00
30 71.00 72.00 78.00 81.00 60.00
31 69.00 72.00 78.00 80.00 57.00
32 70.00 68.00 80.00 79.00 63.00
33 70.00 70.00 80.00 81.00 63.00
34 69.00 70.00 80.00 79.00 57.00
35 71.00 68.00 78.00 81.00 63.00;
end;
