data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50;
set K := Material1 Material2 Material3 Material4;
set L := 1 2 3 4;
param Mares := 227;
param v :=
1 30
2 30
3 15
4 15;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000
26 4000
27 3000
28 4000
29 3000
30 4000
31 4000
32 6000
33 4000
34 6000
35 5000
36 1000
37 6000
38 5000
39 1000
40 4000
41 5000
42 1000
43 5000
44 4000
45 6000
46 2000
47 6000
48 3000
49 4000
50 5000;
param a :=
1 65
2 69
3 18
4 77
5 33
6 38
7 54
8 27
9 20
10 80
11 81
12 54
13 59
14 64
15 50
16 12
17 69
18 18
19 85
20 22
21 88
22 36
23 103
24 59
25 4
26 83
27 84
28 90
29 43
30 50
31 55
32 63
33 4
34 28
35 26
36 106
37 22
38 35
39 20
40 42
41 1
42 100
43 51
44 16
45 6
46 100
47 28
48 74
49 74
50 112;
param e :=
Material1 70.00
Material2 70.00
Material3 70.00
Material4 70.00;
param ck :=
Material1 4.00
Material2 2.00
Material3 3.00
Material4 4.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1;
param q : Material1 Material2 Material3 Material4 :=
1 74.00 72.00 73.00 66.00
2 66.00 72.00 67.00 70.00
3 70.00 68.00 70.00 66.00
4 74.00 68.00 70.00 74.00
5 74.00 68.00 67.00 66.00
6 66.00 68.00 70.00 66.00
7 70.00 72.00 73.00 66.00
8 70.00 72.00 67.00 74.00
9 74.00 72.00 73.00 74.00
10 66.00 68.00 67.00 66.00
11 70.00 68.00 73.00 66.00
12 74.00 68.00 70.00 70.00
13 74.00 72.00 67.00 74.00
14 74.00 68.00 73.00 74.00
15 70.00 68.00 73.00 66.00
16 70.00 70.00 67.00 74.00
17 74.00 72.00 70.00 74.00
18 70.00 70.00 67.00 70.00
19 70.00 72.00 70.00 70.00
20 74.00 72.00 70.00 74.00
21 70.00 70.00 70.00 66.00
22 66.00 68.00 67.00 74.00
23 74.00 70.00 67.00 70.00
24 70.00 72.00 67.00 74.00
25 66.00 70.00 73.00 74.00
26 70.00 72.00 70.00 70.00
27 74.00 70.00 70.00 70.00
28 70.00 70.00 67.00 66.00
29 74.00 68.00 70.00 70.00
30 66.00 68.00 67.00 66.00
31 70.00 68.00 70.00 70.00
32 66.00 68.00 70.00 70.00
33 66.00 68.00 67.00 66.00
34 66.00 72.00 73.00 70.00
35 66.00 68.00 70.00 70.00
36 74.00 72.00 73.00 70.00
37 70.00 68.00 67.00 70.00
38 74.00 70.00 67.00 70.00
39 70.00 72.00 67.00 74.00
40 74.00 70.00 70.00 74.00
41 70.00 68.00 67.00 66.00
42 66.00 68.00 73.00 66.00
43 74.00 70.00 73.00 74.00
44 74.00 68.00 67.00 66.00
45 70.00 68.00 70.00 74.00
46 66.00 70.00 67.00 66.00
47 66.00 72.00 73.00 70.00
48 70.00 72.00 73.00 74.00
49 70.00 72.00 73.00 66.00
50 66.00 72.00 67.00 66.00;
end;
