data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4 5 6;
param Mares := 69;
param v :=
1 30
2 10
3 10
4 25
5 15
6 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000;
param a :=
1 1
2 17
3 7
4 8
5 25
6 30
7 16
8 6
9 22
10 32
11 1
12 12
13 32
14 21
15 32
16 34
17 35
18 31
19 1
20 6;
param e :=
Material1 80.00
Material2 80.00
Material3 60.00
Material4 60.00
Material5 70.00;
param ck :=
Material1 4.00
Material2 2.00
Material3 4.00
Material4 4.00
Material5 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 76.00 80.00 64.00 60.00 69.00
2 80.00 80.00 60.00 56.00 70.00
3 84.00 80.00 64.00 64.00 71.00
4 76.00 78.00 64.00 56.00 70.00
5 76.00 80.00 60.00 56.00 70.00
6 84.00 82.00 64.00 60.00 69.00
7 80.00 78.00 56.00 60.00 71.00
8 76.00 82.00 56.00 56.00 70.00
9 84.00 78.00 60.00 64.00 69.00
10 84.00 82.00 64.00 60.00 71.00
11 80.00 80.00 64.00 56.00 69.00
12 76.00 82.00 60.00 64.00 69.00
13 84.00 82.00 56.00 64.00 71.00
14 84.00 82.00 64.00 60.00 69.00
15 84.00 80.00 64.00 64.00 71.00
16 80.00 80.00 64.00 64.00 70.00
17 80.00 80.00 60.00 60.00 69.00
18 76.00 80.00 60.00 60.00 70.00
19 84.00 78.00 60.00 64.00 70.00
20 76.00 80.00 60.00 56.00 70.00;
end;
