data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40;
set K := Material1 Material2 Material3 Material4 Material5 Material6;
set L := 1 2 3 4 5;
param Mares := 290;
param v :=
1 30
2 10
3 10
4 10
5 15;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000
26 4000
27 3000
28 4000
29 3000
30 4000
31 4000
32 6000
33 4000
34 6000
35 5000
36 1000
37 6000
38 5000
39 1000
40 4000;
param a :=
1 98
2 20
3 32
4 76
5 9
6 56
7 102
8 57
9 125
10 53
11 102
12 83
13 129
14 84
15 47
16 46
17 75
18 86
19 118
20 116
21 57
22 19
23 51
24 94
25 34
26 145
27 25
28 77
29 122
30 116
31 100
32 74
33 135
34 127
35 5
36 144
37 34
38 102
39 51
40 13;
param e :=
Material1 70.00
Material2 80.00
Material3 70.00
Material4 60.00
Material5 70.00
Material6 70.00;
param ck :=
Material1 2.00
Material2 4.00
Material3 3.00
Material4 3.00
Material5 2.00
Material6 3.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1
Material6 -1;
param q : Material1 Material2 Material3 Material4 Material5 Material6 :=
1 72.00 84.00 73.00 63.00 72.00 73.00
2 72.00 80.00 67.00 60.00 68.00 67.00
3 72.00 80.00 70.00 57.00 72.00 67.00
4 68.00 76.00 70.00 63.00 68.00 73.00
5 72.00 76.00 67.00 60.00 68.00 70.00
6 72.00 84.00 70.00 57.00 72.00 67.00
7 68.00 84.00 67.00 60.00 68.00 73.00
8 72.00 76.00 73.00 57.00 70.00 67.00
9 72.00 84.00 67.00 57.00 72.00 67.00
10 70.00 84.00 73.00 63.00 70.00 67.00
11 72.00 80.00 67.00 63.00 72.00 73.00
12 70.00 80.00 67.00 63.00 72.00 70.00
13 70.00 76.00 70.00 60.00 72.00 70.00
14 72.00 84.00 70.00 57.00 70.00 73.00
15 70.00 76.00 70.00 57.00 68.00 70.00
16 68.00 80.00 73.00 60.00 70.00 67.00
17 68.00 84.00 70.00 60.00 72.00 73.00
18 70.00 80.00 70.00 63.00 68.00 67.00
19 68.00 80.00 70.00 57.00 72.00 73.00
20 70.00 80.00 73.00 57.00 68.00 73.00
21 70.00 76.00 67.00 60.00 68.00 70.00
22 72.00 80.00 70.00 57.00 68.00 73.00
23 72.00 84.00 67.00 60.00 72.00 73.00
24 68.00 80.00 70.00 57.00 70.00 70.00
25 70.00 84.00 67.00 57.00 68.00 70.00
26 72.00 80.00 70.00 57.00 68.00 70.00
27 70.00 80.00 73.00 60.00 70.00 73.00
28 68.00 84.00 67.00 63.00 68.00 70.00
29 72.00 84.00 70.00 63.00 70.00 73.00
30 68.00 84.00 67.00 63.00 72.00 67.00
31 68.00 76.00 67.00 60.00 68.00 70.00
32 72.00 84.00 70.00 63.00 68.00 73.00
33 72.00 80.00 67.00 57.00 70.00 70.00
34 70.00 76.00 67.00 60.00 70.00 67.00
35 72.00 80.00 67.00 63.00 68.00 73.00
36 68.00 80.00 70.00 63.00 68.00 70.00
37 68.00 84.00 73.00 60.00 70.00 73.00
38 72.00 80.00 67.00 63.00 70.00 67.00
39 70.00 84.00 70.00 57.00 72.00 70.00
40 72.00 80.00 73.00 63.00 72.00 73.00;
end;
