data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25;
set K := Material1 Material2 Material3 Material4 Material5 Material6;
set L := 1 2 3 4;
param Mares := 183;
param v :=
1 10
2 15
3 30
4 30;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000;
param a :=
1 27
2 78
3 67
4 6
5 32
6 74
7 75
8 28
9 33
10 75
11 85
12 6
13 40
14 37
15 91
16 37
17 91
18 49
19 50
20 52
21 35
22 9
23 48
24 55
25 35;
param e :=
Material1 60.00
Material2 80.00
Material3 80.00
Material4 60.00
Material5 70.00
Material6 60.00;
param ck :=
Material1 2.00
Material2 4.00
Material3 3.00
Material4 4.00
Material5 1.00
Material6 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1
Material6 -1;
param q : Material1 Material2 Material3 Material4 Material5 Material6 :=
1 58.00 84.00 77.00 60.00 70.00 59.00
2 62.00 80.00 80.00 64.00 71.00 60.00
3 58.00 76.00 77.00 64.00 69.00 60.00
4 60.00 76.00 83.00 56.00 71.00 59.00
5 62.00 84.00 77.00 56.00 69.00 61.00
6 58.00 76.00 80.00 56.00 71.00 59.00
7 58.00 80.00 83.00 56.00 71.00 61.00
8 62.00 80.00 83.00 64.00 71.00 61.00
9 62.00 80.00 77.00 60.00 69.00 60.00
10 58.00 80.00 83.00 60.00 69.00 61.00
11 58.00 84.00 83.00 60.00 71.00 61.00
12 62.00 76.00 83.00 60.00 69.00 61.00
13 60.00 84.00 83.00 64.00 70.00 60.00
14 60.00 76.00 77.00 60.00 70.00 61.00
15 62.00 76.00 83.00 56.00 71.00 59.00
16 60.00 80.00 80.00 60.00 70.00 59.00
17 60.00 84.00 80.00 64.00 69.00 60.00
18 60.00 76.00 80.00 60.00 69.00 61.00
19 60.00 80.00 83.00 60.00 70.00 61.00
20 58.00 76.00 83.00 64.00 70.00 60.00
21 58.00 80.00 80.00 60.00 70.00 60.00
22 58.00 76.00 80.00 56.00 69.00 59.00
23 58.00 80.00 80.00 60.00 70.00 59.00
24 58.00 76.00 83.00 60.00 69.00 60.00
25 58.00 80.00 80.00 60.00 69.00 59.00;
end;
