data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4;
param Mares := 115;
param v :=
1 25
2 10
3 20
4 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000;
param a :=
1 52
2 37
3 10
4 24
5 42
6 36
7 14
8 35
9 42
10 22
11 28
12 27
13 49
14 55
15 29;
param e :=
Material1 80.00
Material2 60.00
Material3 70.00
Material4 60.00
Material5 60.00;
param ck :=
Material1 3.00
Material2 4.00
Material3 2.00
Material4 1.00
Material5 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 80.00 56.00 72.00 60.00 59.00
2 83.00 64.00 68.00 61.00 60.00
3 80.00 60.00 70.00 59.00 60.00
4 83.00 64.00 72.00 61.00 61.00
5 77.00 56.00 70.00 61.00 60.00
6 83.00 56.00 72.00 59.00 59.00
7 77.00 64.00 68.00 61.00 61.00
8 80.00 56.00 68.00 61.00 59.00
9 77.00 64.00 72.00 61.00 60.00
10 77.00 64.00 72.00 60.00 61.00
11 80.00 60.00 68.00 61.00 61.00
12 83.00 60.00 70.00 60.00 59.00
13 83.00 64.00 68.00 60.00 60.00
14 83.00 64.00 72.00 61.00 60.00
15 83.00 56.00 70.00 60.00 60.00;
end;
