data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set K := Material1 Material2 Material3 Material4 Material5 Material6;
set L := 1 2 3 4;
param Mares := 141;
param v :=
1 25
2 10
3 20
4 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000;
param a :=
1 31
2 48
3 64
4 64
5 4
6 16
7 59
8 53
9 17
10 9
11 13
12 66
13 61
14 26
15 21;
param e :=
Material1 80.00
Material2 60.00
Material3 70.00
Material4 60.00
Material5 60.00
Material6 60.00;
param ck :=
Material1 3.00
Material2 4.00
Material3 2.00
Material4 1.00
Material5 1.00
Material6 2.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1
Material6 -1;
param q : Material1 Material2 Material3 Material4 Material5 Material6 :=
1 77.00 56.00 70.00 60.00 59.00 60.00
2 80.00 56.00 70.00 59.00 60.00 60.00
3 83.00 64.00 72.00 61.00 61.00 60.00
4 83.00 56.00 70.00 59.00 60.00 62.00
5 77.00 56.00 70.00 59.00 61.00 62.00
6 77.00 64.00 72.00 59.00 59.00 58.00
7 83.00 64.00 68.00 60.00 59.00 60.00
8 83.00 60.00 68.00 59.00 61.00 58.00
9 77.00 64.00 72.00 60.00 60.00 62.00
10 77.00 60.00 70.00 59.00 61.00 62.00
11 77.00 56.00 68.00 61.00 61.00 60.00
12 77.00 56.00 72.00 61.00 61.00 62.00
13 83.00 64.00 70.00 61.00 61.00 62.00
14 83.00 60.00 72.00 61.00 60.00 62.00
15 83.00 64.00 70.00 60.00 60.00 58.00;
end;
