data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4 5;
param Mares := 88;
param v :=
1 25
2 10
3 20
4 10
5 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000;
param a :=
1 19
2 10
3 9
4 25
5 40
6 13
7 19
8 14
9 16
10 40
11 2
12 23
13 35
14 31
15 7;
param e :=
Material1 80.00
Material2 60.00
Material3 80.00
Material4 80.00
Material5 80.00;
param ck :=
Material1 1.00
Material2 1.00
Material3 2.00
Material4 4.00
Material5 2.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 80.00 59.00 78.00 76.00 82.00
2 81.00 60.00 80.00 84.00 78.00
3 80.00 60.00 80.00 76.00 80.00
4 81.00 61.00 82.00 76.00 82.00
5 81.00 60.00 80.00 76.00 78.00
6 79.00 59.00 80.00 84.00 82.00
7 79.00 61.00 82.00 76.00 82.00
8 79.00 59.00 80.00 76.00 80.00
9 81.00 61.00 78.00 84.00 80.00
10 81.00 61.00 78.00 80.00 80.00
11 81.00 59.00 80.00 76.00 82.00
12 80.00 60.00 78.00 84.00 78.00
13 80.00 61.00 80.00 76.00 82.00
14 81.00 60.00 82.00 84.00 82.00
15 80.00 61.00 78.00 80.00 80.00;
end;
