data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4;
param Mares := 243;
param v :=
1 10
2 25
3 20
4 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000
26 4000
27 3000
28 4000
29 3000
30 4000;
param a :=
1 84
2 23
3 47
4 17
5 88
6 122
7 111
8 64
9 102
10 112
11 3
12 102
13 8
14 16
15 52
16 116
17 94
18 8
19 72
20 19
21 81
22 10
23 99
24 110
25 81
26 9
27 2
28 75
29 14
30 48;
param e :=
Material1 70.00
Material2 80.00
Material3 60.00
Material4 70.00
Material5 70.00;
param ck :=
Material1 1.00
Material2 3.00
Material3 4.00
Material4 1.00
Material5 2.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 70.00 77.00 56.00 70.00 70.00
2 70.00 80.00 64.00 71.00 70.00
3 69.00 77.00 64.00 71.00 68.00
4 70.00 80.00 60.00 70.00 68.00
5 71.00 80.00 64.00 69.00 70.00
6 69.00 77.00 60.00 69.00 72.00
7 70.00 83.00 60.00 69.00 68.00
8 70.00 77.00 64.00 71.00 68.00
9 71.00 83.00 64.00 71.00 70.00
10 69.00 77.00 64.00 69.00 68.00
11 70.00 83.00 56.00 69.00 72.00
12 71.00 77.00 56.00 71.00 68.00
13 69.00 83.00 64.00 71.00 72.00
14 69.00 83.00 60.00 69.00 72.00
15 70.00 80.00 64.00 71.00 70.00
16 70.00 77.00 56.00 70.00 70.00
17 71.00 80.00 60.00 70.00 70.00
18 71.00 80.00 60.00 71.00 72.00
19 70.00 80.00 60.00 69.00 70.00
20 71.00 80.00 64.00 70.00 70.00
21 70.00 77.00 64.00 71.00 70.00
22 70.00 83.00 60.00 69.00 70.00
23 70.00 77.00 56.00 70.00 68.00
24 71.00 77.00 60.00 69.00 72.00
25 70.00 77.00 64.00 70.00 70.00
26 69.00 80.00 56.00 69.00 68.00
27 70.00 80.00 60.00 70.00 68.00
28 69.00 77.00 56.00 70.00 72.00
29 71.00 83.00 60.00 71.00 68.00
30 70.00 77.00 56.00 70.00 70.00;
end;
