data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40;
set K := Material1 Material2 Material3 Material4 Material5 Material6;
set L := 1 2 3 4;
param Mares := 458;
param v :=
1 30
2 10
3 10
4 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000
26 4000
27 3000
28 4000
29 3000
30 4000
31 4000
32 6000
33 4000
34 6000
35 5000
36 1000
37 6000
38 5000
39 1000
40 4000;
param a :=
1 212
2 61
3 181
4 177
5 20
6 21
7 172
8 79
9 71
10 202
11 58
12 32
13 177
14 3
15 174
16 153
17 40
18 81
19 217
20 81
21 67
22 203
23 157
24 106
25 108
26 104
27 21
28 197
29 208
30 165
31 78
32 191
33 225
34 29
35 155
36 16
37 50
38 115
39 111
40 137;
param e :=
Material1 80.00
Material2 80.00
Material3 60.00
Material4 60.00
Material5 70.00
Material6 70.00;
param ck :=
Material1 2.00
Material2 1.00
Material3 3.00
Material4 2.00
Material5 2.00
Material6 4.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1
Material6 -1;
param q : Material1 Material2 Material3 Material4 Material5 Material6 :=
1 82.00 81.00 63.00 62.00 72.00 70.00
2 78.00 79.00 63.00 60.00 70.00 70.00
3 82.00 79.00 63.00 60.00 68.00 74.00
4 78.00 79.00 57.00 58.00 70.00 74.00
5 78.00 79.00 63.00 60.00 72.00 66.00
6 78.00 81.00 63.00 58.00 72.00 70.00
7 80.00 79.00 63.00 58.00 72.00 70.00
8 78.00 80.00 63.00 58.00 72.00 66.00
9 82.00 81.00 57.00 58.00 72.00 66.00
10 82.00 79.00 63.00 58.00 72.00 70.00
11 82.00 81.00 57.00 62.00 70.00 74.00
12 82.00 80.00 63.00 60.00 70.00 74.00
13 80.00 80.00 57.00 62.00 70.00 74.00
14 82.00 80.00 63.00 62.00 70.00 74.00
15 78.00 79.00 60.00 60.00 70.00 66.00
16 78.00 80.00 60.00 60.00 72.00 70.00
17 82.00 80.00 57.00 60.00 70.00 74.00
18 78.00 81.00 60.00 60.00 70.00 70.00
19 78.00 79.00 63.00 60.00 72.00 66.00
20 80.00 80.00 57.00 62.00 68.00 74.00
21 80.00 79.00 57.00 58.00 68.00 70.00
22 82.00 79.00 63.00 58.00 70.00 70.00
23 82.00 80.00 63.00 62.00 72.00 70.00
24 78.00 80.00 60.00 60.00 68.00 70.00
25 78.00 80.00 57.00 60.00 72.00 74.00
26 80.00 79.00 63.00 58.00 70.00 70.00
27 82.00 81.00 60.00 60.00 70.00 74.00
28 80.00 79.00 63.00 62.00 68.00 66.00
29 82.00 81.00 60.00 62.00 70.00 74.00
30 82.00 81.00 57.00 58.00 68.00 66.00
31 78.00 81.00 60.00 60.00 68.00 66.00
32 82.00 80.00 57.00 62.00 72.00 70.00
33 78.00 80.00 63.00 60.00 70.00 66.00
34 80.00 79.00 57.00 62.00 68.00 70.00
35 82.00 80.00 57.00 62.00 70.00 74.00
36 80.00 81.00 57.00 60.00 72.00 66.00
37 78.00 80.00 60.00 60.00 72.00 74.00
38 78.00 81.00 63.00 60.00 68.00 74.00
39 82.00 80.00 63.00 60.00 68.00 70.00
40 80.00 81.00 63.00 62.00 72.00 74.00;
end;
