data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4 5 6;
param Mares := 73;
param v :=
1 15
2 10
3 20
4 20
5 30
6 15;
param d :=
1 5000
2 2000
3 1000
4 5000
5 3000
6 6000
7 3000
8 2000
9 5000
10 2000
11 3000
12 2000
13 4000
14 1000
15 5000
16 2000
17 4000
18 6000
19 3000
20 1000
21 1000
22 3000
23 3000
24 3000
25 5000;
param a :=
1 8
2 9
3 23
4 5
5 30
6 9
7 5
8 28
9 14
10 9
11 33
12 37
13 13
14 29
15 7
16 29
17 20
18 31
19 37
20 3
21 27
22 34
23 29
24 16
25 2;
param e :=
Material1 70.00
Material2 70.00
Material3 80.00
Material4 60.00
Material5 70.00;
param ck :=
Material1 1.00
Material2 1.00
Material3 4.00
Material4 2.00
Material5 2.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 71.00 71.00 80.00 62.00 70.00
2 71.00 70.00 84.00 58.00 72.00
3 69.00 71.00 80.00 58.00 70.00
4 71.00 70.00 76.00 62.00 70.00
5 70.00 71.00 76.00 60.00 70.00
6 70.00 70.00 80.00 58.00 68.00
7 69.00 70.00 76.00 60.00 72.00
8 71.00 69.00 76.00 60.00 70.00
9 71.00 70.00 80.00 62.00 70.00
10 71.00 71.00 76.00 58.00 70.00
11 71.00 71.00 76.00 58.00 70.00
12 69.00 71.00 84.00 58.00 72.00
13 71.00 69.00 80.00 62.00 68.00
14 69.00 69.00 84.00 60.00 70.00
15 71.00 69.00 80.00 60.00 70.00
16 71.00 71.00 84.00 60.00 70.00
17 70.00 70.00 76.00 58.00 70.00
18 69.00 70.00 76.00 60.00 68.00
19 69.00 71.00 80.00 62.00 68.00
20 70.00 70.00 80.00 60.00 72.00
21 71.00 70.00 76.00 62.00 72.00
22 70.00 70.00 80.00 60.00 70.00
23 69.00 69.00 76.00 60.00 72.00
24 71.00 70.00 76.00 62.00 72.00
25 71.00 69.00 84.00 62.00 72.00;
end;
