data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30;
set K := Material1 Material2 Material3 Material4 Material5 Material6;
set L := 1 2 3 4 5 6;
param Mares := 85;
param v :=
1 25
2 25
3 25
4 15
5 20
6 10;
param d :=
1 4000
2 6000
3 5000
4 3000
5 1000
6 2000
7 2000
8 3000
9 6000
10 1000
11 6000
12 3000
13 3000
14 2000
15 2000
16 6000
17 2000
18 4000
19 6000
20 4000
21 6000
22 3000
23 4000
24 5000
25 2000
26 2000
27 4000
28 1000
29 5000
30 5000;
param a :=
1 32
2 40
3 15
4 31
5 4
6 29
7 22
8 18
9 3
10 11
11 20
12 23
13 6
14 12
15 24
16 26
17 35
18 40
19 9
20 1
21 4
22 42
23 3
24 23
25 13
26 42
27 12
28 27
29 26
30 24;
param e :=
Material1 60.00
Material2 60.00
Material3 70.00
Material4 60.00
Material5 60.00
Material6 60.00;
param ck :=
Material1 1.00
Material2 1.00
Material3 2.00
Material4 3.00
Material5 1.00
Material6 3.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1
Material6 -1;
param q : Material1 Material2 Material3 Material4 Material5 Material6 :=
1 61.00 61.00 68.00 60.00 60.00 60.00
2 61.00 61.00 68.00 60.00 61.00 60.00
3 59.00 61.00 68.00 57.00 61.00 63.00
4 60.00 60.00 72.00 63.00 60.00 60.00
5 61.00 59.00 68.00 63.00 59.00 60.00
6 61.00 60.00 70.00 57.00 61.00 57.00
7 61.00 59.00 72.00 60.00 61.00 60.00
8 60.00 60.00 68.00 57.00 59.00 57.00
9 61.00 61.00 70.00 57.00 60.00 63.00
10 59.00 61.00 70.00 63.00 59.00 63.00
11 60.00 60.00 72.00 60.00 59.00 60.00
12 61.00 59.00 68.00 63.00 60.00 57.00
13 60.00 59.00 72.00 63.00 59.00 57.00
14 61.00 61.00 70.00 57.00 59.00 57.00
15 60.00 60.00 70.00 63.00 60.00 63.00
16 60.00 59.00 70.00 57.00 59.00 57.00
17 61.00 60.00 72.00 60.00 61.00 60.00
18 61.00 61.00 70.00 57.00 61.00 63.00
19 61.00 59.00 70.00 60.00 60.00 60.00
20 59.00 60.00 68.00 57.00 59.00 57.00
21 60.00 59.00 68.00 57.00 61.00 57.00
22 61.00 60.00 72.00 60.00 60.00 63.00
23 61.00 59.00 68.00 60.00 61.00 57.00
24 61.00 59.00 72.00 63.00 60.00 60.00
25 59.00 61.00 70.00 57.00 60.00 60.00
26 61.00 61.00 68.00 57.00 59.00 63.00
27 61.00 59.00 68.00 60.00 61.00 63.00
28 61.00 61.00 70.00 63.00 60.00 60.00
29 59.00 59.00 70.00 60.00 60.00 57.00
30 60.00 60.00 68.00 57.00 59.00 63.00;
end;
