data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50;
set K := Material1 Material2 Material3 Material4 Material5 Material6;
set L := 1 2 3 4;
param Mares := 384;
param v :=
1 30
2 30
3 15
4 15;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000
26 4000
27 3000
28 4000
29 3000
30 4000
31 4000
32 6000
33 4000
34 6000
35 5000
36 1000
37 6000
38 5000
39 1000
40 4000
41 5000
42 1000
43 5000
44 4000
45 6000
46 2000
47 6000
48 3000
49 4000
50 5000;
param a :=
1 122
2 49
3 85
4 42
5 190
6 67
7 56
8 60
9 84
10 149
11 156
12 171
13 1
14 164
15 81
16 120
17 154
18 67
19 78
20 102
21 150
22 35
23 60
24 178
25 64
26 70
27 46
28 181
29 82
30 129
31 82
32 139
33 177
34 167
35 181
36 110
37 169
38 44
39 106
40 188
41 128
42 69
43 166
44 128
45 40
46 182
47 184
48 129
49 185
50 69;
param e :=
Material1 70.00
Material2 70.00
Material3 70.00
Material4 70.00
Material5 70.00
Material6 80.00;
param ck :=
Material1 4.00
Material2 2.00
Material3 3.00
Material4 4.00
Material5 3.00
Material6 4.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1
Material6 -1;
param q : Material1 Material2 Material3 Material4 Material5 Material6 :=
1 66.00 68.00 70.00 74.00 67.00 84.00
2 66.00 72.00 67.00 66.00 70.00 84.00
3 66.00 68.00 67.00 74.00 73.00 84.00
4 70.00 72.00 70.00 66.00 67.00 76.00
5 74.00 68.00 73.00 70.00 70.00 76.00
6 70.00 70.00 73.00 74.00 73.00 84.00
7 74.00 68.00 70.00 70.00 70.00 76.00
8 74.00 70.00 67.00 74.00 67.00 80.00
9 74.00 72.00 67.00 74.00 73.00 80.00
10 66.00 70.00 73.00 74.00 73.00 84.00
11 74.00 72.00 73.00 70.00 70.00 84.00
12 70.00 70.00 73.00 66.00 70.00 80.00
13 66.00 70.00 67.00 74.00 73.00 84.00
14 70.00 70.00 70.00 70.00 70.00 76.00
15 70.00 70.00 70.00 74.00 67.00 84.00
16 74.00 68.00 70.00 70.00 70.00 84.00
17 70.00 70.00 73.00 74.00 70.00 80.00
18 74.00 70.00 73.00 74.00 67.00 76.00
19 66.00 70.00 70.00 70.00 73.00 80.00
20 70.00 68.00 67.00 66.00 67.00 76.00
21 70.00 70.00 67.00 66.00 70.00 76.00
22 66.00 72.00 73.00 66.00 70.00 80.00
23 70.00 68.00 70.00 70.00 70.00 76.00
24 74.00 72.00 73.00 66.00 70.00 76.00
25 70.00 68.00 73.00 66.00 67.00 80.00
26 70.00 70.00 73.00 70.00 73.00 84.00
27 66.00 70.00 70.00 66.00 67.00 76.00
28 74.00 72.00 73.00 66.00 70.00 76.00
29 66.00 72.00 67.00 74.00 67.00 80.00
30 70.00 72.00 67.00 74.00 67.00 80.00
31 70.00 68.00 67.00 74.00 70.00 84.00
32 70.00 68.00 73.00 70.00 73.00 80.00
33 66.00 72.00 67.00 66.00 67.00 84.00
34 74.00 70.00 70.00 74.00 70.00 76.00
35 66.00 70.00 73.00 70.00 70.00 84.00
36 70.00 68.00 70.00 70.00 73.00 76.00
37 70.00 68.00 73.00 70.00 67.00 76.00
38 74.00 70.00 70.00 74.00 70.00 80.00
39 74.00 68.00 67.00 70.00 73.00 84.00
40 70.00 72.00 70.00 70.00 70.00 76.00
41 70.00 68.00 67.00 70.00 73.00 76.00
42 66.00 70.00 73.00 66.00 70.00 76.00
43 70.00 72.00 70.00 74.00 67.00 84.00
44 66.00 68.00 67.00 66.00 70.00 84.00
45 70.00 68.00 73.00 70.00 67.00 76.00
46 70.00 72.00 70.00 70.00 67.00 84.00
47 66.00 70.00 67.00 74.00 70.00 80.00
48 70.00 72.00 73.00 66.00 73.00 84.00
49 66.00 70.00 70.00 74.00 73.00 76.00
50 66.00 70.00 67.00 74.00 67.00 80.00;
end;
