data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4;
param Mares := 296;
param v :=
1 30
2 30
3 15
4 15;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000
16 3000
17 4000
18 3000
19 1000
20 6000
21 3000
22 1000
23 4000
24 5000
25 6000
26 4000
27 3000
28 4000
29 3000
30 4000
31 4000
32 6000
33 4000
34 6000
35 5000
36 1000
37 6000
38 5000
39 1000
40 4000
41 5000
42 1000
43 5000
44 4000
45 6000
46 2000
47 6000
48 3000
49 4000
50 5000;
param a :=
1 20
2 64
3 96
4 19
5 124
6 122
7 122
8 39
9 58
10 45
11 59
12 114
13 132
14 69
15 38
16 57
17 59
18 23
19 112
20 136
21 2
22 114
23 64
24 79
25 36
26 138
27 74
28 96
29 73
30 148
31 49
32 92
33 63
34 145
35 62
36 38
37 70
38 36
39 28
40 79
41 80
42 39
43 145
44 63
45 108
46 134
47 71
48 18
49 8
50 135;
param e :=
Material1 70.00
Material2 70.00
Material3 70.00
Material4 70.00
Material5 70.00;
param ck :=
Material1 4.00
Material2 2.00
Material3 3.00
Material4 4.00
Material5 3.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 66.00 68.00 73.00 74.00 67.00
2 70.00 70.00 70.00 70.00 67.00
3 74.00 70.00 73.00 66.00 70.00
4 66.00 68.00 70.00 66.00 73.00
5 70.00 72.00 70.00 66.00 67.00
6 70.00 68.00 73.00 74.00 67.00
7 74.00 72.00 73.00 74.00 70.00
8 66.00 68.00 73.00 66.00 67.00
9 70.00 72.00 67.00 66.00 73.00
10 74.00 68.00 67.00 74.00 67.00
11 66.00 72.00 73.00 74.00 73.00
12 66.00 72.00 70.00 66.00 73.00
13 70.00 70.00 73.00 74.00 70.00
14 70.00 68.00 67.00 70.00 70.00
15 74.00 70.00 70.00 70.00 70.00
16 74.00 70.00 70.00 74.00 73.00
17 70.00 70.00 70.00 66.00 70.00
18 74.00 70.00 73.00 70.00 70.00
19 70.00 68.00 73.00 74.00 70.00
20 70.00 72.00 70.00 66.00 70.00
21 70.00 68.00 67.00 70.00 67.00
22 74.00 68.00 70.00 66.00 73.00
23 70.00 68.00 73.00 70.00 70.00
24 66.00 70.00 67.00 66.00 67.00
25 70.00 70.00 70.00 70.00 67.00
26 66.00 68.00 67.00 70.00 73.00
27 74.00 72.00 70.00 74.00 67.00
28 70.00 68.00 67.00 70.00 70.00
29 66.00 72.00 73.00 66.00 73.00
30 74.00 72.00 67.00 70.00 67.00
31 74.00 72.00 70.00 66.00 70.00
32 70.00 72.00 73.00 70.00 70.00
33 74.00 68.00 73.00 66.00 73.00
34 70.00 72.00 73.00 74.00 70.00
35 66.00 68.00 73.00 74.00 67.00
36 74.00 70.00 73.00 70.00 70.00
37 70.00 70.00 73.00 66.00 67.00
38 70.00 72.00 67.00 74.00 73.00
39 70.00 68.00 70.00 74.00 73.00
40 66.00 68.00 70.00 70.00 67.00
41 70.00 72.00 70.00 66.00 70.00
42 74.00 68.00 70.00 70.00 70.00
43 74.00 68.00 67.00 70.00 67.00
44 70.00 68.00 73.00 70.00 73.00
45 70.00 72.00 67.00 74.00 73.00
46 74.00 70.00 70.00 74.00 67.00
47 66.00 70.00 73.00 74.00 73.00
48 70.00 68.00 73.00 70.00 70.00
49 66.00 68.00 67.00 70.00 67.00
50 66.00 70.00 73.00 74.00 70.00;
end;
