data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4 5 6;
param Mares := 125;
param v :=
1 25
2 20
3 20
4 15
5 10
6 10;
param d :=
1 3000
2 2000
3 4000
4 6000
5 3000
6 4000
7 2000
8 1000
9 3000
10 4000
11 2000
12 3000
13 6000
14 1000
15 6000
16 2000
17 2000
18 6000
19 4000
20 3000
21 3000
22 3000
23 6000
24 4000
25 5000
26 3000
27 6000
28 2000
29 6000
30 1000
31 5000
32 1000
33 6000
34 6000
35 6000
36 2000
37 3000
38 1000
39 2000
40 3000;
param a :=
1 4
2 34
3 44
4 7
5 24
6 14
7 28
8 1
9 45
10 40
11 46
12 31
13 44
14 57
15 29
16 10
17 14
18 45
19 14
20 3
21 29
22 1
23 47
24 14
25 10
26 15
27 35
28 43
29 14
30 26
31 61
32 17
33 48
34 30
35 12
36 9
37 31
38 28
39 61
40 1;
param e :=
Material1 60.00
Material2 70.00
Material3 70.00
Material4 60.00
Material5 70.00;
param ck :=
Material1 3.00
Material2 1.00
Material3 4.00
Material4 3.00
Material5 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 60.00 70.00 66.00 60.00 70.00
2 60.00 71.00 66.00 63.00 71.00
3 60.00 70.00 70.00 60.00 69.00
4 57.00 69.00 74.00 63.00 70.00
5 57.00 69.00 70.00 57.00 71.00
6 63.00 71.00 74.00 63.00 70.00
7 63.00 70.00 70.00 60.00 70.00
8 63.00 69.00 70.00 57.00 69.00
9 60.00 69.00 74.00 63.00 70.00
10 57.00 71.00 74.00 57.00 69.00
11 60.00 71.00 74.00 60.00 70.00
12 63.00 69.00 66.00 60.00 70.00
13 60.00 69.00 70.00 57.00 69.00
14 63.00 69.00 74.00 63.00 69.00
15 63.00 70.00 74.00 60.00 69.00
16 60.00 71.00 74.00 60.00 70.00
17 57.00 69.00 74.00 63.00 70.00
18 63.00 70.00 74.00 60.00 70.00
19 57.00 71.00 66.00 57.00 70.00
20 60.00 70.00 74.00 57.00 70.00
21 60.00 71.00 74.00 60.00 69.00
22 63.00 69.00 66.00 63.00 71.00
23 57.00 71.00 66.00 63.00 70.00
24 63.00 69.00 66.00 57.00 69.00
25 60.00 70.00 70.00 60.00 70.00
26 63.00 71.00 66.00 63.00 70.00
27 60.00 71.00 74.00 57.00 71.00
28 57.00 69.00 70.00 60.00 70.00
29 57.00 69.00 74.00 57.00 69.00
30 57.00 69.00 66.00 57.00 70.00
31 63.00 71.00 66.00 63.00 70.00
32 60.00 69.00 74.00 60.00 70.00
33 60.00 69.00 66.00 57.00 70.00
34 63.00 71.00 66.00 63.00 70.00
35 63.00 71.00 70.00 63.00 71.00
36 57.00 69.00 66.00 60.00 69.00
37 63.00 69.00 66.00 63.00 71.00
38 60.00 69.00 70.00 60.00 70.00
39 57.00 69.00 70.00 60.00 69.00
40 60.00 71.00 66.00 63.00 69.00;
end;
