data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30;
set K := Material1 Material2 Material3 Material4 Material5;
set L := 1 2 3 4 5 6;
param Mares := 122;
param v :=
1 15
2 10
3 15
4 25
5 10
6 15;
param d :=
1 1000
2 1000
3 3000
4 6000
5 5000
6 1000
7 2000
8 1000
9 1000
10 6000
11 1000
12 4000
13 6000
14 3000
15 4000
16 4000
17 6000
18 5000
19 5000
20 5000
21 3000
22 2000
23 5000
24 3000
25 2000
26 1000
27 4000
28 4000
29 5000
30 2000;
param a :=
1 34
2 31
3 57
4 16
5 48
6 48
7 50
8 28
9 1
10 46
11 5
12 42
13 29
14 56
15 55
16 41
17 11
18 9
19 59
20 34
21 57
22 59
23 20
24 8
25 21
26 58
27 58
28 38
29 59
30 5;
param e :=
Material1 80.00
Material2 80.00
Material3 80.00
Material4 80.00
Material5 60.00;
param ck :=
Material1 4.00
Material2 2.00
Material3 2.00
Material4 3.00
Material5 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1
Material5 -1;
param q : Material1 Material2 Material3 Material4 Material5 :=
1 84.00 82.00 82.00 80.00 61.00
2 80.00 80.00 82.00 77.00 59.00
3 80.00 80.00 80.00 80.00 59.00
4 76.00 78.00 78.00 83.00 60.00
5 80.00 78.00 82.00 80.00 61.00
6 84.00 78.00 82.00 77.00 59.00
7 76.00 78.00 78.00 83.00 59.00
8 76.00 80.00 80.00 83.00 61.00
9 84.00 80.00 80.00 83.00 60.00
10 76.00 80.00 78.00 80.00 59.00
11 84.00 80.00 78.00 83.00 60.00
12 80.00 78.00 82.00 83.00 59.00
13 84.00 80.00 80.00 77.00 61.00
14 84.00 82.00 78.00 83.00 60.00
15 80.00 78.00 80.00 83.00 59.00
16 84.00 78.00 78.00 80.00 60.00
17 76.00 80.00 80.00 77.00 61.00
18 84.00 78.00 80.00 77.00 61.00
19 80.00 82.00 80.00 80.00 60.00
20 84.00 78.00 82.00 77.00 60.00
21 84.00 80.00 80.00 80.00 59.00
22 80.00 80.00 82.00 80.00 60.00
23 76.00 78.00 80.00 77.00 59.00
24 84.00 82.00 80.00 77.00 59.00
25 76.00 78.00 80.00 83.00 61.00
26 84.00 82.00 80.00 83.00 60.00
27 76.00 78.00 80.00 83.00 60.00
28 76.00 78.00 82.00 77.00 61.00
29 76.00 80.00 80.00 77.00 61.00
30 80.00 80.00 82.00 83.00 60.00;
end;
