data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set K := Material1 Material2 Material3 Material4;
set L := 1 2 3 4 5 6;
param Mares := 32;
param v :=
1 25
2 10
3 20
4 10
5 10
6 30;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000;
param a :=
1 12
2 9
3 2
4 6
5 6
6 5
7 15
8 11
9 15
10 5
11 1
12 12
13 8
14 5
15 1;
param e :=
Material1 60.00
Material2 70.00
Material3 60.00
Material4 60.00;
param ck :=
Material1 4.00
Material2 2.00
Material3 1.00
Material4 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1;
param q : Material1 Material2 Material3 Material4 :=
1 64.00 70.00 59.00 61.00
2 64.00 68.00 59.00 60.00
3 56.00 70.00 59.00 60.00
4 60.00 70.00 59.00 60.00
5 64.00 72.00 61.00 61.00
6 64.00 70.00 59.00 59.00
7 60.00 70.00 59.00 60.00
8 60.00 70.00 59.00 61.00
9 64.00 68.00 61.00 59.00
10 56.00 70.00 59.00 59.00
11 64.00 68.00 60.00 60.00
12 56.00 72.00 61.00 59.00
13 64.00 72.00 61.00 60.00
14 56.00 70.00 59.00 59.00
15 60.00 70.00 59.00 61.00;
end;
