data;
set N := 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15;
set K := Material1 Material2 Material3 Material4;
set L := 1 2 3 4;
param Mares := 92;
param v :=
1 25
2 10
3 20
4 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000
11 1000
12 4000
13 2000
14 2000
15 3000;
param a :=
1 34
2 11
3 22
4 13
5 10
6 6
7 30
8 5
9 19
10 41
11 43
12 5
13 23
14 40
15 20;
param e :=
Material1 80.00
Material2 60.00
Material3 70.00
Material4 60.00;
param ck :=
Material1 3.00
Material2 4.00
Material3 2.00
Material4 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1;
param q : Material1 Material2 Material3 Material4 :=
1 83.00 56.00 70.00 61.00
2 80.00 56.00 70.00 59.00
3 83.00 56.00 68.00 60.00
4 80.00 60.00 68.00 60.00
5 83.00 64.00 72.00 61.00
6 77.00 64.00 68.00 60.00
7 80.00 60.00 70.00 59.00
8 80.00 56.00 72.00 59.00
9 77.00 64.00 68.00 61.00
10 83.00 60.00 68.00 60.00
11 80.00 64.00 68.00 59.00
12 80.00 56.00 72.00 61.00
13 83.00 64.00 72.00 60.00
14 77.00 64.00 70.00 61.00
15 80.00 60.00 68.00 60.00;
end;
