data;
set N := 1 2 3 4 5 6 7 8 9 10;
set K := Material1 Material2 Material3 Material4;
set L := 1 2 3 4 5;
param Mares := 30;
param v :=
1 20
2 20
3 30
4 30
5 10;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000;
param a :=
1 1
2 2
3 10
4 11
5 11
6 10
7 4
8 3
9 2
10 5;
param e :=
Material1 80.00
Material2 80.00
Material3 80.00
Material4 60.00;
param ck :=
Material1 2.00
Material2 1.00
Material3 3.00
Material4 4.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1;
param q : Material1 Material2 Material3 Material4 :=
1 82.00 79.00 77.00 56.00
2 80.00 79.00 77.00 64.00
3 82.00 80.00 83.00 56.00
4 80.00 80.00 77.00 60.00
5 80.00 80.00 80.00 64.00
6 82.00 81.00 77.00 64.00
7 80.00 81.00 77.00 56.00
8 78.00 80.00 77.00 64.00
9 82.00 81.00 80.00 64.00
10 78.00 79.00 77.00 64.00;
end;
