data;
set N := 1 2 3 4 5 6 7 8 9 10;
set K := Material1 Material2 Material3 Material4;
set L := 1 2 3 4 5 6;
param Mares := 17;
param v :=
1 20
2 20
3 30
4 30
5 10
6 25;
param d :=
1 4000
2 3000
3 3000
4 1000
5 6000
6 3000
7 1000
8 6000
9 5000
10 2000;
param a :=
1 3
2 4
3 3
4 2
5 1
6 3
7 7
8 2
9 2
10 7;
param e :=
Material1 60.00
Material2 60.00
Material3 80.00
Material4 60.00;
param ck :=
Material1 3.00
Material2 2.00
Material3 1.00
Material4 1.00;
param spin :=
Material1 -1
Material2 -1
Material3 -1
Material4 -1;
param q : Material1 Material2 Material3 Material4 :=
1 63.00 58.00 81.00 59.00
2 60.00 58.00 79.00 61.00
3 63.00 62.00 81.00 60.00
4 60.00 60.00 80.00 60.00
5 63.00 60.00 81.00 60.00
6 63.00 62.00 79.00 59.00
7 60.00 58.00 81.00 60.00
8 57.00 62.00 81.00 59.00
9 63.00 60.00 81.00 59.00
10 60.00 58.00 79.00 59.00;
end;
